00002,1
00261,1
00014,1
00034,1
00026,1
00013,1
00258,1
00260,1
00266,1
00259,1
00257,1
00256,1
00265,1
00262,1
00267,1
00263,1
00268,1
00270,1
00277,1
00264,1
00141,2
00148,2
00149,2
00010,2
00151,2
00139,2
00144,2
00145,2
00136,2
00134,2
00150,2
00131,2
00146,2
00133,2
00137,2
00132,2
00135,2
00035,2
00124,2
00108,2
00103,2
00114,2
00128,2
00024,2
00041,2
00147,2
00023,2
00123,2
00276,2
00143,2
00104,2
00107,2
00106,2
00118,2
00112,2
00008,2
00012,2
00025,2
00101,3
00046,3
00117,3
00001,3
00119,3
00102,3
00115,3
00007,3
00109,3
00110,3 
00121,3
00011,3
00122,3
00126,3
00130,3
00138,3
00180,3
00127,3
00140,3
00142,3
00019,3
00003,3
00021,3
00172,3
00171,3
00179,3
00164,3
00168,3
00176,3
00161,3 
00178,3
00167,3
00184,3
00160,3 
00186,3
00188,3
00166,3
00192,3
00285,3
00120,4
00006,4
00116,4
00111,4
00113,4
00016,4
00064,4
00065,4
00066,4
00067,4
00153,4
00152,4
00105,4
00154,4
00129,4
00156,4
00005,4
00004,4
00020,4
00017,4
00015,4
00022,4
00027,4
00031,4
00181,4
00155,4
00163,4
00044,4
00157,4
00159,4
00158,4
00162,4
00187,4
00175,4
00165,4
00174,4
00182,4
00177,4
00183,4
00191,4
00194,4
00195,4
00196,4
00286,4
00287,4
00288,4
00289,4
00290,4
00291,4
00292,4
00125,5
00036,5
00209,5
00047,5
00207,5
00210,5
00214,5 
00202,5
00235,5
00279,5
00220,5 
00284,5
00203,5
00215,5 
00206,5
00213,5 
00250,5 
00244,5 
00039,5 
00043,5 
00201,5 
00249,5 
00283,5 
00246,5 
00300,5 
00282,5
00040,5
00232,6
00233,6
00223,6
00229,6
00218,6
00211,6
00219,6
00225,6
00247,6
00228,6
00212,6
00234,6
00231,6
00227,6
00226,6
00230,6
00224,6
00252,6
00281,6
00245,6
00208,7
00200,7
00251,7
00248,7
00238,7
00237,7
00242,7
00269,7
00239,7
00241,7
00253,7
00240,7
00236,7
00280,7
