海龜,hoi2-gwai1,turtle,6,1
回憶,wui4-jik1,memory,6,1
國,gwok3,country,6,1
禁地,gam3-dei6,forbidden land,6,1
叫做,giu3-zou6,called,6,1
珊瑚,saan1-wu4,coral,6,1
城堡,sing4-bou2,castle,6,1
兇猛,hung1-maang5,violent,6,1
海怪,hoi2-gwai3,sea monster,6,1
琳琳,lam4-lam2,Lily,6,1
娜娜,naa4-naa4,Nana,6,1
小丑魚,siu2-cau2-jyu2,clown flish,6,1
危險,ngai4-him2,dangerous,6,1
寶物,bou2-mat6,treasure,6,1
猶豫,jau4-jyu6,hesitate,6,2
最終,zeoi3-zung1,eventually,6,1
同意,tung4-ji3,agree,6,1
五顏六色,ng5-ngaan4-luk6-sik1,colourful,6,1
形狀,jing4-zong6,shape,6,1
橢圓形,to5-jyun4-jing4,oval,6,1
物件,mat6-gin2,object,6,1
擔,daam1,grab,6,1
口震震,hau2-zan3-zan3,stuttering,6,1
開口,hoi1-hau2,open one's mouth,6,1
櫈仔,dang3-zai2,chair,6,1
話說,waa6-syut3,It is said that,6,1
勁,ging6,super,6,1
人類,jan4-leoi6,human beings,6,1
追蹤器,zeoi1-zung1-hei3,tracking device,6,1
男人,naam4-jan2,man,6,1
麻煩,maa4-faan4,might,6,1
小麗,siu2-lai6,Lorraine,6,1
博士,bok3-si6,Dr,6,1
船艙,syun4-cong1,ship cabin,6,1
嬲爆爆,nau1-baau3-baau3,angry,6,1
掉落,diu6-lok6,throw down,6,1
文傑,man4-git6,Michael,6,1
實,sat6,firmly,6,1
傻,so4,insane/mad,6,1
講好,gong2-hou2,promise,6,1
研究,jin4-gau3,research,6,2
生態,sang1-taai3,ecology,6,1
海洋,hoi2-joeng4,ocean,6,1
樂園,lok6-jyun4,amusement park,6,1
只會,zi2-wui5,will only,6,1
產卵,caan2-leon2,spawning,6,1
騷擾,sou1-jiu2,disturb,6,1
搶,coeng2,grab,6,1
地點,dei6-dim2,location,6,1
等陣,dang2-zan6,wait,6,1
阻止,zo2-zi2,stop,6,2
直接,zik6-zip3,direct,6,1
拆,caak3,dismantle,6,1
中心,zung1-sam1,centre,6,1
對望,deoi3-mong6,look at each other,6,1
人魚,jan4-jyu4,mermaid,6,1
擔心,daam1-sam1,worry,6,3
蠢,ceon2,silly,6,1
傷心,soeng1-sam1,sad,6,2
寶箱,bou2-soeng1,treasure,6,1
七彩,cat1-coi2,colourful,6,1
膠,gaau1,plastic,6,1
前排,cin4-paai2,a while before,6,1
反轉,faan2-zyun3,turn,6,1
背面,bui3-min6,at the back,6,1
幅,fuk1,(measure),6,1
夕陽,zik6-joeng4,the setting sun,6,1
班班,baan1-baan1,Bandi,6,1
十七,sap6-cat1,seventeen,6,1
兄弟姊妹,hing1-dai6-zi2-mui6,siblings,6,1
農場,nung4-coeng4,farm,6,1
陷阱,haam6-zeng6,trap,6,1
差啲,caa1-di1,almost,6,1
挖,waat3,dig,6,1
洞,dung6,hole,6,1
望遠鏡,mong6-jyun5-geng3,telescope,6,1
放大鏡,fong3-daai6-geng3,magnifier,6,1
藥水膠布,joek6-seoi2-gaau1-bou3,band-aid,6,1
眼睛,ngaan5-zing1,eye,6,1
眨,zaam2,blink,6,1
巨人,geoi6-jan4,giant,6,1
家明,gaa1-ming4,Ka Ming,6,1
探險家,taam3-him2-gaa1,explorer,6,1
通去,tung1-heoi3,lead to,6,1
有趣,jau5-ceoi3,interesting,6,1
大大方方,daai6-daai6-fong1-fong1,naturally and calmly,6,1
路面,lou6-min2,road surface,6,1
穿過,cyun1-gwo3,go through,6,1
森林,sam1-lam4,woods,6,1
河流,ho4-lau4,river,6,1
翻,faan1,turn over,6,1
角,gok3,horn,6,1
聞唔聞到,man4-m4-man4-dou2,can or cannot smell,6,1
香,hoeng1,smell good,6,1
木橘,muk6-gwat1,Indian bael,6,1
味道,mei6-dou6,taste,6,1
香甜,hoeng1-tim4,sweet,6,1
消化,siu1-faa3,digestion,6,1
眼甘甘,ngaan5-gam1-gam1,an expectant look,6,1
葉猴,jip6-hau4,leaf monkey,6,1
慢慢食,maan6-maan2-sik6,eat slowly,6,1
遇到,jyu6-dou2,bump into,6,1
設,cit3,set,6,1
壞,waai6,bad,6,1
生存,sang1-cyun4,survive,6,1
冒險,mou6-him2,adventure,6,1
今次,gam1-ci3,this time,6,2
小心翼翼,siu2-sam1-jik6-jik6,very careful,6,1
接觸,zip3-zuk1,contact,6,1
內心,noi6-sam1,at heart,6,1
期待,kei4-doi6,expect,6,1
改造,goi2-zou6,transform,6,1
漁村,jyu4-cyun1,fishing village,6,1
城市,sing4-si5,city,6,3
村落,cyun1-lok6,village,6,1
發展,faat3-zin2,develop,6,1
今時今日,gam1-si4-gam1-jat6,todays,6,1
