與,jyu5,and,2,2
帽,mou2,cap,2,3
太陽眼鏡,taai3-joeng4-ngaan5-geng2,sunglasses,2,2
頂,deng2,(measure),2,3
藍色,laam4-sik1,blue,2,9
突然,dat6-jin4,suddenly,2,38
陣,zan6,(measure),2,5
風,fung1,wind,2,8
吹,ceoi1,blow,2,7
新,san1,new,2,13
試,si3,to try,2,10
次,ci3,times,2,28
攞唔返,lo2-m4-faan1,cannot take back,2,1
落嚟,lok6-lai4,come down,2,14
唔要,m4-jiu3,don't want,2,2
冇食到,mou5-sik6-dou3,didn't eat,2,1
晚,maan5,night,2,1
卡住,kaa1-zyu6,stuck,2,1
試咗一試,si3-zo2-jat1-si3,tried,2,1
戴,daai3,wear,2,9
笑笑口,siu3-siu3-hau2,smile,2,5
第二,dai6-ji6,the next,2,16
唔知,m4-zi1,don't know,2,23
揀,gaan2,pick,2,10
小智,Siu2-Zi3,Archie,2,2
㗎喇,gaa3-laa3,(particle),2,20
睇小,tai2-siu2,underestimate,2,1
唔信,m4-seon3,don't believe,2,3
樓梯口,lau4-tai1-hau2,stairs,2,1
慢慢,maan6-maan2,slowly,2,18
爬,paa4,climb,2,3
樓梯,lau4-tai1,stairs,2,1
叻唔叻,lek1-m4-lek1,talented or not,2,1
得咗,dak1-zo2,succeed ,2,3
幾,gei2,so,2,23
唔識,m4-sik1,don't know,2,7
落去,lok6-heoi3,down,2,10
細路仔,sai3-lou6-zai2,little boy,2,2
上去,soeng5-heoi3,up,2,10
開始,hoi1-ci2,begin,2,33
幫下,bong1-haa5,help,2,1
望一望,mong6-jat1-mong6,take a look,2,4
可以,ho2-ji5,can,2,91
試下,si3-haa5,try,2,11
唔會,m4-wui5,will not,2,9
我嘅,ngo5-ge3,my,2,6
老友,lou5-jau5,buddy,2,2
大家好,daai6-gaa1-hou2,hi everybody,2,2
唔多,m4-do1,not many,2,1
介紹,gaai3-siu6,introduce,2,1
先,sin1,first,2,50
梗係,gang2-hai6,of course,2,7
小明,siu2-ming4,Siu Ming,2,24
每,mui5,every,2,10
成,sing4,approximately,2,7
粒鐘,lap1-zung1, hours,2,1
大少少,daai6-siu2-siu2,a little bit bigger,2,1
望住,mong6-zyu6,watching,2,22
仲有,zung6-jau5,still have,2,18
狗仔,gau2-zai2,puppy,2,15
其他人,kei4-taa1-jan4,other people,2,4
蛇仔,se4-zai2,snake,2,17
毛毛蟲,mou4-mou4-cung4,caterpillar,2,1
游水,jau4-seoi2,swim,2,3
讀書,duk6-syu1,read book,2,5
學校,hok6-haau6,school,2,14
咩嘢,me1-je5,what,2,2
邊個,bin1-go3,who,2,11
嗰個,go2-go3,that ,2,8
阿媽,aa3-maa1,Mum,2,7
陪,pui4,accompany,2,4
出現,ceot1-jin6,appear,2,7
身邊,san1-bin1,around,2,3
出街,ceot1-gaai1,go out,2,6
餐廳,caan1-teng1,restaurant,2,2
食完,sik6-jyun4,finish eating,2,1
飯,faan6,meal,2,4
姨姨,ji1-ji1,auntie,2,14
學,hok6,to learn,2,17
掂下,dim3-haa5,touch,2,2
唔使,m4-sai2,no need,2,15
再試,zoi3-si3,try again,2,2
跌咗,dit3-zo2,dropped,2,2
地下,dei6-haa2,floor,2,7
爛咗,laan6-zo2,broken,2,1
鬧,naau6,scold,2,12
不過,bat1-gwo3,however,2,31
仲,zung6,and,2,58
第二張,dai6-ji6-zoeng1,next,2,1
畀我,bei2-ngo5,to me,2,2
呢次,ni1-ci3,this time,2,7
餵,wai3,feed,2,2
旺財,wong6-coi4,Lucky,2,21
知唔知,zi1-m4-zi1,know or not know,2,5
咪,mai6,then,2,9
囉,lo1,(particle),2,6
吖,aa1,(particle),2,29
講下,gong2-haa5,to say,2,2
小剛,Siu2-gong1,Siu Gong,2,1
富貴,fu3-gwai3,Richie,2,1
樣,joeng2,face,2,16
